"","ID_SITE","DATE","HEURE","nomSite*","gpsLong*","gpsLat*","TEMPERATURE","FLUORESCENCE","PAR","SALINITE","PROFONDEUR"
"1","10","2019-09-03","06:50:32","Sola","3.145","42.4883","22.9637",0.2973,1.8,"38.0309","24.00"
"2","10","2019-09-03","06:50:31","Sola","3.145","42.4883","22.9835",0.3007,1.7,"38.0153","23.00"
"3","10","2019-09-03","06:50:29","Sola","3.145","42.4883","23.0099",0.2925,1.8,"38.0179","22.00"
"4","10","2019-09-03","06:50:27","Sola","3.145","42.4883","23.0271",0.2941,1.8,"38.0169","21.00"
"5","10","2019-09-03","06:50:26","Sola","3.145","42.4883","23.0304",0.2845,1.8,"38.0234","20.00"
"6","10","2019-09-03","06:50:24","Sola","3.145","42.4883","23.0283",0.2871,1.7,"38.0270","19.00"
"7","10","2019-09-03","06:50:22","Sola","3.145","42.4883","23.0315",0.2821,1.7,"38.0256","18.00"
"8","10","2019-09-03","06:50:20","Sola","3.145","42.4883","23.0352",0.2857,1.8,"38.0266","17.00"
"9","10","2019-09-03","06:50:18","Sola","3.145","42.4883","23.0391",0.2792,1.7,"38.0245","16.00"
"10","10","2019-09-03","06:50:17","Sola","3.145","42.4883","23.0471",0.2779,1.7,"38.0275","15.00"
"11","10","2019-09-03","06:50:15","Sola","3.145","42.4883","23.0533",0.2831,1.7,"38.0285","14.00"
"12","10","2019-09-03","06:50:13","Sola","3.145","42.4883","23.0726",0.2699,1.6,"38.0243","13.00"
"13","10","2019-09-03","06:50:11","Sola","3.145","42.4883","23.1087",0.26,1.4,"38.0205","12.00"
"14","10","2019-09-03","06:50:10","Sola","3.145","42.4883","23.1212",0.2477,1.5,"38.0267","11.00"
"15","10","2019-09-03","06:50:08","Sola","3.145","42.4883","23.1120",0.2536,1.6,"38.0285","10.00"
"16","10","2019-09-03","06:50:06","Sola","3.145","42.4883","23.1052",0.2451,1.5,"38.0297","9.00"
"17","10","2019-09-03","06:50:04","Sola","3.145","42.4883","23.1213",0.242,1.3,"38.0300","8.00"
"18","10","2019-09-03","06:50:02","Sola","3.145","42.4883","23.1228",0.2341,1.3,"38.0342","7.00"
"19","10","2019-09-03","06:50:01","Sola","3.145","42.4883","23.1230",0.231,1.3,"38.0353","6.00"
"20","10","2019-09-03","06:49:59","Sola","3.145","42.4883","23.1231",0.2329,1.4,"38.0375","5.00"
"21","10","2019-09-03","06:49:57","Sola","3.145","42.4883","23.1228",0.2236,1.4,"38.0376","4.00"
"22","10","2019-09-03","06:49:55","Sola","3.145","42.4883","23.1211",0.2174,1.3,"38.0397","3.00"
"23","10","2019-09-10","06:55:41","Sola","3.145","42.4883","20.2417",0.3976,1.7,"38.1465","24.00"
"24","10","2019-09-10","06:55:39","Sola","3.145","42.4883","20.2751",0.3989,2.5,"38.1439","23.00"
"25","10","2019-09-10","06:55:38","Sola","3.145","42.4883","20.3515",0.4086,2.1,"38.1749","22.00"
"26","10","2019-09-10","06:55:35","Sola","3.145","42.4883","20.4768",0.379,1.8,"38.2014","21.00"
"27","10","2019-09-10","06:55:33","Sola","3.145","42.4883","20.7122",0.3153,1.5,"38.0911","20.00"
"28","10","2019-09-10","06:55:31","Sola","3.145","42.4883","20.9406",0.3132,1.4,"38.1279","19.00"
"29","10","2019-09-10","06:55:29","Sola","3.145","42.4883","21.0340",0.2744,1.4,"38.1367","18.00"
"30","10","2019-09-10","06:55:27","Sola","3.145","42.4883","21.0667",0.2598,1.3,"38.1340","17.00"
"31","10","2019-09-10","06:55:25","Sola","3.145","42.4883","21.0672",0.2675,1.4,"38.1344","16.00"
"32","10","2019-09-10","06:55:23","Sola","3.145","42.4883","21.0740",0.2745,1.4,"38.1400","15.00"
"33","10","2019-09-10","06:55:21","Sola","3.145","42.4883","21.0756",0.257,1.4,"38.1431","14.00"
"34","10","2019-09-10","06:55:19","Sola","3.145","42.4883","21.0700",0.2738,1.4,"38.1366","13.00"
"35","10","2019-09-10","06:55:17","Sola","3.145","42.4883","21.0706",0.2578,1.3,"38.1364","12.00"
"36","10","2019-09-10","06:55:15","Sola","3.145","42.4883","21.0701",0.2641,1.4,"38.1388","11.00"
"37","10","2019-09-10","06:55:13","Sola","3.145","42.4883","21.0669",0.26,1.4,"38.1415","10.00"
"38","10","2019-09-10","06:55:11","Sola","3.145","42.4883","21.0622",0.2759,1.3,"38.1398","9.00"
"39","10","2019-09-10","06:55:09","Sola","3.145","42.4883","21.0570",0.2684,1.3,"38.1443","8.00"
"40","10","2019-09-10","06:55:07","Sola","3.145","42.4883","21.0569",0.2708,1.4,"38.1426","7.00"
"41","10","2019-09-10","06:55:04","Sola","3.145","42.4883","21.0561",0.2727,1.3,"38.1473","6.00"
"42","10","2019-09-10","06:55:03","Sola","3.145","42.4883","21.0437",0.2655,1.3,"38.1380","5.00"
"43","10","2019-09-10","06:55:00","Sola","3.145","42.4883","21.0296",0.2911,1.4,"38.1398","4.00"
"44","10","2019-09-10","06:54:59","Sola","3.145","42.4883","21.0300",0.2839,1.9,"38.1437","3.00"
"45","10","2019-09-10","06:54:57","Sola","3.145","42.4883","21.0364",0.1935,1.4,"38.1419","2.00"
"46","10","2019-09-18","06:24:13","Sola","3.145","42.4883","17.3277",0.4952,3.7,"38.2905","24.00"
"47","10","2019-09-18","06:24:10","Sola","3.145","42.4883","17.4135",0.4812,3.3,"38.1869","23.00"
"48","10","2019-09-18","06:24:09","Sola","3.145","42.4883","17.4686",0.4733,3.2,"38.1639","22.00"
"49","10","2019-09-18","06:24:07","Sola","3.145","42.4883","17.5442",0.5427,3.5,"38.1855","21.00"
"50","10","2019-09-18","06:24:05","Sola","3.145","42.4883","17.8616",0.6545,5,"38.0710","20.00"
"51","10","2019-09-18","06:24:03","Sola","3.145","42.4883","18.5475",0.5606,4,"38.0190","19.00"
"52","10","2019-09-18","06:24:01","Sola","3.145","42.4883","19.0769",0.5027,3.5,"38.0835","18.00"
"53","10","2019-09-18","06:24:00","Sola","3.145","42.4883","19.4852",0.3932,2.9,"38.0427","17.00"
"54","10","2019-09-18","06:23:58","Sola","3.145","42.4883","19.7585",0.3417,1.9,"38.0571","16.00"
"55","10","2019-09-18","06:23:56","Sola","3.145","42.4883","19.8857",0.3403,1.9,"38.0812","15.00"
"56","10","2019-09-18","06:23:54","Sola","3.145","42.4883","19.9933",0.3339,1.8,"38.0928","14.00"
"57","10","2019-09-18","06:23:53","Sola","3.145","42.4883","20.0938",0.3025,1.7,"38.0665","13.00"
"58","10","2019-09-18","06:23:51","Sola","3.145","42.4883","20.1605",0.3161,1.7,"38.0873","12.00"
"59","10","2019-09-18","06:23:49","Sola","3.145","42.4883","20.1981",0.3313,1.9,"38.0832","11.00"
"60","10","2019-09-18","06:23:47","Sola","3.145","42.4883","20.2639",0.3046,1.5,"38.0714","10.00"
"61","10","2019-09-18","06:23:46","Sola","3.145","42.4883","20.3557",0.2927,1.4,"38.0661","9.00"
"62","10","2019-09-18","06:23:44","Sola","3.145","42.4883","20.4849",0.294,1.4,"38.0546","8.00"
"63","10","2019-09-18","06:23:42","Sola","3.145","42.4883","20.6022",0.2873,1.3,"38.0456","7.00"
"64","10","2019-09-18","06:23:40","Sola","3.145","42.4883","20.7826",0.2984,1.2,"38.0283","6.00"
"65","10","2019-09-18","06:23:39","Sola","3.145","42.4883","20.9235",0.2877,1.2,"38.0410","5.00"
"66","10","2019-09-18","06:23:37","Sola","3.145","42.4883","20.9516",0.3153,1.1,"38.0640","4.00"
"67","10","2019-09-18","06:23:35","Sola","3.145","42.4883","20.9550",0.2768,1.1,"38.0666","3.00"
"68","10","2019-09-18","06:23:33","Sola","3.145","42.4883","20.9500",0.0346,0.2,"38.0688","2.00"
"69","10","2019-09-24","06:36:03","Sola","3.145","42.4883","19.3189",0.4188,8.7,"38.0180","23.00"
"70","10","2019-09-24","06:36:01","Sola","3.145","42.4883","19.3328",0.4281,8.1,"38.0172","22.00"
"71","10","2019-09-24","06:35:59","Sola","3.145","42.4883","19.3450",0.408,8.6,"38.0197","21.00"
"72","10","2019-09-24","06:35:57","Sola","3.145","42.4883","19.3584",0.3742,8.8,"38.0215","20.00"
"73","10","2019-09-24","06:35:55","Sola","3.145","42.4883","19.3694",0.4112,8.3,"38.0229","19.00"
"74","10","2019-09-24","06:35:53","Sola","3.145","42.4883","19.3853",0.4043,8.3,"38.0255","18.00"
"75","10","2019-09-24","06:35:51","Sola","3.145","42.4883","19.4073",0.3818,8.1,"38.0227","17.00"
"76","10","2019-09-24","06:35:49","Sola","3.145","42.4883","19.4977",0.4357,9.4,"37.9894","16.00"
"77","10","2019-09-24","06:35:47","Sola","3.145","42.4883","19.5545",0.4323,9.8,"37.9838","15.00"
"78","10","2019-09-24","06:35:45","Sola","3.145","42.4883","19.5582",0.4013,9.9,"37.9886","14.00"
"79","10","2019-09-24","06:35:43","Sola","3.145","42.4883","19.5590",0.4642,10.4,"37.9907","13.00"
"80","10","2019-09-24","06:35:41","Sola","3.145","42.4883","19.5639",0.4247,10.4,"37.9909","12.00"
"81","10","2019-09-24","06:35:39","Sola","3.145","42.4883","19.5776",0.4124,10.5,"37.9913","11.00"
"82","10","2019-09-24","06:35:37","Sola","3.145","42.4883","19.5981",0.4592,10.3,"37.9905","10.00"
"83","10","2019-09-24","06:35:35","Sola","3.145","42.4883","19.6432",0.4206,10.4,"37.9779","9.00"
"84","10","2019-09-24","06:35:33","Sola","3.145","42.4883","19.7616",0.4474,10.5,"37.9456","8.00"
"85","10","2019-09-24","06:35:31","Sola","3.145","42.4883","19.9156",0.5216,10.9,"37.9290","7.00"
"86","10","2019-09-24","06:35:28","Sola","3.145","42.4883","19.9545",0.529,10.7,"37.9389","6.00"
"87","10","2019-09-24","06:35:26","Sola","3.145","42.4883","19.9571",0.5084,10.6,"37.9409","5.00"
"88","10","2019-09-24","06:35:24","Sola","3.145","42.4883","19.9593",0.5121,11.1,"37.9422","4.00"
"89","10","2019-09-24","06:35:21","Sola","3.145","42.4883","19.9606",0.5304,11.3,"37.9448","3.00"
"90","10","2019-09-24","06:35:19","Sola","3.145","42.4883","19.9619",0.5664,11,"37.9464","2.00"
"91","10","2019-09-24","06:35:17","Sola","3.145","42.4883","19.9556",0.4791,11.7,"37.9315","1.00"
"92","10","2019-10-01","06:49:44","Sola","3.145","42.4883","20.7829",0.516,3.6,"38.2514","24.00"
"93","10","2019-10-01","06:49:41","Sola","3.145","42.4883","20.9241",0.4077,2.1,"38.1815","23.00"
"94","10","2019-10-01","06:49:39","Sola","3.145","42.4883","21.0763",0.3769,2,"38.2004","22.00"
"95","10","2019-10-01","06:49:37","Sola","3.145","42.4883","21.1604",0.335,1.6,"38.2060","21.00"
"96","10","2019-10-01","06:49:35","Sola","3.145","42.4883","21.2043",0.3312,1.5,"38.2173","20.00"
"97","10","2019-10-01","06:49:33","Sola","3.145","42.4883","21.2429",0.311,1.5,"38.2194","19.00"
"98","10","2019-10-01","06:49:31","Sola","3.145","42.4883","21.2761",0.3104,1.6,"38.2248","18.00"
"99","10","2019-10-01","06:49:29","Sola","3.145","42.4883","21.3371",0.308,1.6,"38.2171","17.00"
"100","10","2019-10-01","06:49:27","Sola","3.145","42.4883","21.3946",0.3117,1.6,"38.2318","16.00"
"101","10","2019-10-01","06:49:25","Sola","3.145","42.4883","21.4070",0.3122,1.5,"38.2379","15.00"
"102","10","2019-10-01","06:49:23","Sola","3.145","42.4883","21.4135",0.3306,1.6,"38.2422","14.00"
"103","10","2019-10-01","06:49:20","Sola","3.145","42.4883","21.4207",0.3165,1.5,"38.2458","13.00"
"104","10","2019-10-01","06:49:18","Sola","3.145","42.4883","21.4444",0.3139,1.5,"38.2450","12.00"
"105","10","2019-10-01","06:49:16","Sola","3.145","42.4883","21.5004",0.3308,1.5,"38.2441","11.00"
"106","10","2019-10-01","06:49:14","Sola","3.145","42.4883","21.5368",0.3045,1.5,"38.2508","10.00"
"107","10","2019-10-01","06:49:12","Sola","3.145","42.4883","21.5533",0.3117,1.4,"38.2541","9.00"
"108","10","2019-10-01","06:49:10","Sola","3.145","42.4883","21.5599",0.3065,1.5,"38.2574","8.00"
"109","10","2019-10-01","06:49:08","Sola","3.145","42.4883","21.5595",0.304,1.4,"38.2592","7.00"
"110","10","2019-10-01","06:49:06","Sola","3.145","42.4883","21.5591",0.3013,1.5,"38.2611","6.00"
"111","10","2019-10-01","06:49:04","Sola","3.145","42.4883","21.5591",0.3001,1.4,"38.2617","5.00"
"112","10","2019-10-01","06:49:02","Sola","3.145","42.4883","21.5596",0.3216,1.5,"38.2632","4.00"
"113","10","2019-10-01","06:49:00","Sola","3.145","42.4883","21.5644",0.3188,1.6,"38.2594","3.00"
"114","10","2019-10-01","06:48:58","Sola","3.145","42.4883","21.5551",0.1391,0.8,"38.2633","2.00"
"115","10","2019-11-05","08:17:38","Sola","3.145","42.4883","18.8128",0.5324,4.4,"37.9804","24.00"
"116","10","2019-11-05","08:17:36","Sola","3.145","42.4883","18.8162",0.5341,4.1,"37.9796","23.00"
"117","10","2019-11-05","08:17:33","Sola","3.145","42.4883","18.8256",0.6385,3.3,"37.9667","22.00"
"118","10","2019-11-05","08:17:30","Sola","3.145","42.4883","18.8192",0.6832,3,"37.9471","21.00"
"119","10","2019-11-05","08:17:28","Sola","3.145","42.4883","18.8147",0.7183,3,"37.9369","20.00"
"120","10","2019-11-05","08:17:25","Sola","3.145","42.4883","18.8083",0.6445,3.1,"37.9288","19.00"
"121","10","2019-11-05","08:17:22","Sola","3.145","42.4883","18.7895",0.8018,3,"37.9241","18.00"
"122","10","2019-11-05","08:17:20","Sola","3.145","42.4883","18.7714",0.7649,3.4,"37.8991","17.00"
"123","10","2019-11-05","08:17:17","Sola","3.145","42.4883","18.7625",0.7925,3.6,"37.8848","16.00"
"124","10","2019-11-05","08:17:12","Sola","3.145","42.4883","18.7156",0.7683,3.5,"37.8764","14.00"
"125","10","2019-11-05","08:17:14","Sola","3.145","42.4883","18.7488",0.708,3.6,"37.8839","15.00"
"126","10","2019-11-05","08:17:10","Sola","3.145","42.4883","18.6816",0.7877,3.6,"37.8479","13.00"
"127","10","2019-11-05","08:16:58","Sola","3.145","42.4883","18.5793",0.9278,3.3,"37.7963","8.00"
"128","10","2019-11-05","08:17:00","Sola","3.145","42.4883","18.5981",0.824,3.4,"37.8095","9.00"
"129","10","2019-11-05","08:17:03","Sola","3.145","42.4883","18.6396",0.7322,3.4,"37.8247","10.00"
"130","10","2019-11-05","08:17:05","Sola","3.145","42.4883","18.6692",0.8055,3.5,"37.8427","11.00"
"131","10","2019-11-05","08:17:07","Sola","3.145","42.4883","18.6725",0.7693,3.7,"37.8398","12.00"
"132","10","2019-11-05","08:16:43","Sola","3.145","42.4883","18.4247",0.1144,1,"37.7239","1.00"
"133","10","2019-11-05","08:16:45","Sola","3.145","42.4883","18.4282",0.8683,3.7,"37.7206","2.00"
"134","10","2019-11-05","08:16:47","Sola","3.145","42.4883","18.4288",0.8865,3.3,"37.7234","3.00"
"135","10","2019-11-05","08:16:49","Sola","3.145","42.4883","18.4288",0.8893,3.1,"37.7228","4.00"
"136","10","2019-11-05","08:16:52","Sola","3.145","42.4883","18.4301",0.8584,3.2,"37.7322","5.00"
"137","10","2019-11-05","08:16:54","Sola","3.145","42.4883","18.4793",0.9734,3.3,"37.7496","6.00"
"138","10","2019-11-05","08:16:56","Sola","3.145","42.4883","18.5413",0.8253,3.2,"37.7834","7.00"
"139","10","2019-11-13","08:28:10","Sola","3.145","42.4883","16.5264",0.4705,3,"38.1087","26.00"
"140","10","2019-11-13","08:28:08","Sola","3.145","42.4883","16.5329",0.501,2.9,"38.1137","25.00"
"141","10","2019-11-13","08:28:06","Sola","3.145","42.4883","16.5468",0.5171,2.9,"38.1121","24.00"
"142","10","2019-11-13","08:28:03","Sola","3.145","42.4883","16.5606",0.4849,2.9,"38.1150","23.00"
"143","10","2019-11-13","08:28:01","Sola","3.145","42.4883","16.5715",0.5075,2.9,"38.1171","22.00"
"144","10","2019-11-13","08:27:59","Sola","3.145","42.4883","16.5924",0.5285,2.8,"38.1207","21.00"
"145","10","2019-11-13","08:27:52","Sola","3.145","42.4883","16.7027",0.4651,1.8,"38.1165","18.00"
"146","10","2019-11-13","08:27:54","Sola","3.145","42.4883","16.6622",0.4893,2,"38.1055","19.00"
"147","10","2019-11-13","08:27:56","Sola","3.145","42.4883","16.6041",0.5042,2.8,"38.1219","20.00"
"148","10","2019-11-13","08:27:39","Sola","3.145","42.4883","16.7014",0.4307,1.8,"38.1195","12.00"
"149","10","2019-11-13","08:27:36","Sola","3.145","42.4883","16.7009",0.4468,1.8,"38.1192","11.00"
"150","10","2019-11-13","08:27:34","Sola","3.145","42.4883","16.7016",0.458,1.8,"38.1188","10.00"
"151","10","2019-11-13","08:27:32","Sola","3.145","42.4883","16.7011",0.4322,1.7,"38.1190","9.00"
"152","10","2019-11-13","08:27:29","Sola","3.145","42.4883","16.7010",0.451,1.8,"38.1178","8.00"
"153","10","2019-11-13","08:27:27","Sola","3.145","42.4883","16.7018",0.4573,1.7,"38.1187","7.00"
"154","10","2019-11-13","08:27:25","Sola","3.145","42.4883","16.7011",0.4808,1.9,"38.1188","6.00"
"155","10","2019-11-13","08:27:23","Sola","3.145","42.4883","16.6990",0.4331,1.9,"38.1187","5.00"
"156","10","2019-11-13","08:27:21","Sola","3.145","42.4883","16.6934",0.415,1.8,"38.1214","4.00"
"157","10","2019-11-13","08:27:19","Sola","3.145","42.4883","16.6923",0.4088,1.8,"38.1174","3.00"
"158","10","2019-11-13","08:27:17","Sola","3.145","42.4883","16.6942",0.2807,1.3,"38.1167","2.00"
"159","10","2019-11-13","08:27:50","Sola","3.145","42.4883","16.7054",0.453,1.9,"38.1168","17.00"
"160","10","2019-11-13","08:27:47","Sola","3.145","42.4883","16.7053",0.4542,1.8,"38.1177","16.00"
"161","10","2019-11-13","08:27:45","Sola","3.145","42.4883","16.7017",0.4503,1.7,"38.1196","15.00"
"162","10","2019-11-13","08:27:43","Sola","3.145","42.4883","16.7012",0.4653,1.8,"38.1197","14.00"
"163","10","2019-11-13","08:27:41","Sola","3.145","42.4883","16.7038",0.4639,1.7,"38.1177","13.00"
"164","10","2019-11-19","08:24:03","Sola","3.145","42.4883","15.9829",0.5364,3.8,"38.0990","24.00"
"165","10","2019-11-19","08:24:01","Sola","3.145","42.4883","15.9861",0.4697,3.7,"38.1041","23.00"
"166","10","2019-11-19","08:23:57","Sola","3.145","42.4883","15.9956",0.4804,3.6,"38.1016","22.00"
"167","10","2019-11-19","08:23:56","Sola","3.145","42.4883","16.0015",0.4472,4.3,"38.0957","21.00"
"168","10","2019-11-19","08:23:53","Sola","3.145","42.4883","16.0095",0.493,3.5,"38.0966","20.00"
"169","10","2019-11-19","08:23:50","Sola","3.145","42.4883","16.0131",0.472,3.4,"38.0992","19.00"
"170","10","2019-11-19","08:23:42","Sola","3.145","42.4883","16.0202",0.4861,3.8,"38.0952","16.00"
"171","10","2019-11-19","08:23:45","Sola","3.145","42.4883","16.0142",0.5422,3.6,"38.0979","17.00"
"172","10","2019-11-19","08:23:48","Sola","3.145","42.4883","16.0124",0.4616,3.5,"38.1003","18.00"
"173","10","2019-11-19","08:23:29","Sola","3.145","42.4883","16.0176",0.469,3.5,"38.0961","11.00"
"174","10","2019-11-19","08:23:26","Sola","3.145","42.4883","16.0221",0.485,3.6,"38.0958","10.00"
"175","10","2019-11-19","08:23:24","Sola","3.145","42.4883","16.0201",0.4556,3.5,"38.0947","9.00"
"176","10","2019-11-19","08:23:21","Sola","3.145","42.4883","16.0214",0.4552,3.6,"38.0882","8.00"
"177","10","2019-11-19","08:23:17","Sola","3.145","42.4883","16.0156",0.4487,3.6,"38.0938","7.00"
"178","10","2019-11-19","08:23:14","Sola","3.145","42.4883","16.0091",0.3991,3.5,"38.0915","6.00"
"179","10","2019-11-19","08:23:11","Sola","3.145","42.4883","16.0077",0.3783,3.4,"38.0929","5.00"
"180","10","2019-11-19","08:23:08","Sola","3.145","42.4883","16.0065",0.343,3.4,"38.0922","4.00"
"181","10","2019-11-19","08:23:05","Sola","3.145","42.4883","15.9978",0.3032,3.3,"38.0947","3.00"
"182","10","2019-11-19","08:22:58","Sola","3.145","42.4883","15.9834",0.2477,63,"38.0726","1.00"
"183","10","2019-11-19","08:23:40","Sola","3.145","42.4883","16.0205",0.4845,3.5,"38.0971","15.00"
"184","10","2019-11-19","08:23:32","Sola","3.145","42.4883","16.0170",0.4798,3.5,"38.0962","12.00"
"185","10","2019-11-19","08:23:35","Sola","3.145","42.4883","16.0147",0.4682,4,"38.0975","13.00"
"186","10","2019-11-19","08:23:37","Sola","3.145","42.4883","16.0187",0.4814,3.5,"38.0971","14.00"
"187","10","2019-11-26","08:48:38","Sola","3.145","42.4883","14.7820",0.6595,6.8,"38.0721","24.00"
"188","10","2019-11-26","08:48:36","Sola","3.145","42.4883","14.7917",0.6184,6.1,"38.0688","23.00"
"189","10","2019-11-26","08:48:34","Sola","3.145","42.4883","14.8036",0.5661,6.1,"38.0701","22.00"
"190","10","2019-11-26","08:48:33","Sola","3.145","42.4883","14.8079",0.5886,6.1,"38.0735","21.00"
"191","10","2019-11-26","08:48:31","Sola","3.145","42.4883","14.8084",0.595,7,"38.0731","20.00"
"192","10","2019-11-26","08:48:29","Sola","3.145","42.4883","14.8120",0.5724,6,"38.0721","19.00"
"193","10","2019-11-26","08:48:27","Sola","3.145","42.4883","14.8113",0.6063,5.9,"38.0740","18.00"
"194","10","2019-11-26","08:48:22","Sola","3.145","42.4883","14.8268",0.5872,5.8,"38.0657","15.00"
"195","10","2019-11-26","08:48:24","Sola","3.145","42.4883","14.8163",0.57,6,"38.0697","16.00"
"196","10","2019-11-26","08:48:25","Sola","3.145","42.4883","14.8108",0.6191,6,"38.0740","17.00"
"197","10","2019-11-26","08:48:15","Sola","3.145","42.4883","14.8379",0.6794,5.7,"38.0640","11.00"
"198","10","2019-11-26","08:48:13","Sola","3.145","42.4883","14.8445",0.633,5.7,"38.0619","10.00"
"199","10","2019-11-26","08:48:11","Sola","3.145","42.4883","14.8491",0.6545,5,"38.0624","9.00"
"200","10","2019-11-26","08:48:10","Sola","3.145","42.4883","14.8500",0.6615,5.2,"38.0621","8.00"
"201","10","2019-11-26","08:48:08","Sola","3.145","42.4883","14.8513",0.6561,4.7,"38.0619","7.00"
"202","10","2019-11-26","08:48:06","Sola","3.145","42.4883","14.8559",0.5814,4.6,"38.0603","6.00"
"203","10","2019-11-26","08:48:04","Sola","3.145","42.4883","14.8592",0.538,4.7,"38.0610","5.00"
"204","10","2019-11-26","08:48:03","Sola","3.145","42.4883","14.8596",0.5146,4.7,"38.0601","4.00"
"205","10","2019-11-26","08:48:01","Sola","3.145","42.4883","14.8656",0.3242,4.4,"38.0572","3.00"
"206","10","2019-11-26","08:47:59","Sola","3.145","42.4883","14.8701",0.0042,3.7,"38.0583","2.00"
"207","10","2019-11-26","08:48:20","Sola","3.145","42.4883","14.8294",0.634,5.8,"38.0666","14.00"
"208","10","2019-11-26","08:48:19","Sola","3.145","42.4883","14.8305",0.6242,5.7,"38.0654","13.00"
"209","10","2019-11-26","08:48:17","Sola","3.145","42.4883","14.8344",0.6119,5.6,"38.0640","12.00"
"210","10","2019-12-06","08:09:00","Sola","3.145","42.4883","13.6628",0.4963,NA,"36.7886","1.00"
"211","10","2019-12-06","08:09:03","Sola","3.145","42.4883","13.7778",0.499,NA,"37.2104","2.00"
"212","10","2019-12-06","08:09:06","Sola","3.145","42.4883","13.8563",0.5223,NA,"37.3869","3.00"
"213","10","2019-12-06","08:09:09","Sola","3.145","42.4883","13.8752",0.5283,NA,"37.3911","4.00"
"214","10","2019-12-06","08:09:12","Sola","3.145","42.4883","13.9095",0.5053,NA,"37.4230","5.00"
"215","10","2019-12-06","08:09:15","Sola","3.145","42.4883","13.9342",0.5033,NA,"37.4482","6.00"
"216","10","2019-12-06","08:09:18","Sola","3.145","42.4883","13.9593",0.4956,NA,"37.4644","7.00"
"217","10","2019-12-06","08:09:22","Sola","3.145","42.4883","13.9610",0.513,NA,"37.4728","8.00"
"218","10","2019-12-06","08:09:25","Sola","3.145","42.4883","13.9546",0.5033,NA,"37.4734","9.00"
"219","10","2019-12-06","08:09:28","Sola","3.145","42.4883","13.9478",0.517,NA,"37.4837","10.00"
"220","10","2019-12-06","08:09:31","Sola","3.145","42.4883","13.9684",0.5102,NA,"37.4998","11.00"
"221","10","2019-12-06","08:09:35","Sola","3.145","42.4883","13.9849",0.53,NA,"37.5141","12.00"
"222","10","2019-12-06","08:09:38","Sola","3.145","42.4883","13.9752",0.5145,NA,"37.5141","13.00"
"223","10","2019-12-06","08:09:42","Sola","3.145","42.4883","13.9360",0.5368,NA,"37.4999","14.00"
"224","10","2019-12-06","08:09:44","Sola","3.145","42.4883","13.9306",0.5401,NA,"37.5061","15.00"
"225","10","2019-12-06","08:09:48","Sola","3.145","42.4883","13.9219",0.5506,NA,"37.5067","16.00"
"226","10","2019-12-06","08:09:50","Sola","3.145","42.4883","13.9230",0.5615,NA,"37.5078","17.00"
"227","10","2019-12-06","08:09:54","Sola","3.145","42.4883","13.9258",0.4858,NA,"37.5026","18.00"
"228","10","2019-12-06","08:09:57","Sola","3.145","42.4883","13.9186",0.5649,NA,"37.5074","19.00"
"229","10","2019-12-06","08:10:01","Sola","3.145","42.4883","13.9210",0.5008,NA,"37.5089","20.00"
"230","10","2019-12-06","08:10:04","Sola","3.145","42.4883","13.9268",0.561,NA,"37.5104","21.00"
"231","10","2019-12-06","08:10:08","Sola","3.145","42.4883","13.9344",0.5212,NA,"37.5119","22.00"
"232","10","2019-12-06","08:10:12","Sola","3.145","42.4883","13.9372",0.5314,NA,"37.5120","23.00"
"233","10","2019-12-06","08:10:15","Sola","3.145","42.4883","13.9410",0.5058,NA,"37.5106","24.00"
"234","10","2019-12-12","08:22:36","Sola","3.145","42.4883","15.1317",0.4577,NA,"37.8105","2.00"
"235","10","2019-12-12","08:22:39","Sola","3.145","42.4883","15.1344",0.4439,NA,"37.8229","3.00"
"236","10","2019-12-12","08:22:41","Sola","3.145","42.4883","15.1167",0.4625,NA,"37.8221","4.00"
"237","10","2019-12-12","08:22:44","Sola","3.145","42.4883","15.0845",0.5337,NA,"37.8201","5.00"
"238","10","2019-12-12","08:22:46","Sola","3.145","42.4883","15.0540",0.4653,NA,"37.8157","6.00"
"239","10","2019-12-12","08:22:48","Sola","3.145","42.4883","15.0064",0.4919,NA,"37.8108","7.00"
"240","10","2019-12-12","08:22:50","Sola","3.145","42.4883","14.9829",0.4796,NA,"37.8152","8.00"
"241","10","2019-12-12","08:22:53","Sola","3.145","42.4883","14.9249",0.464,NA,"37.7822","9.00"
"242","10","2019-12-12","08:22:54","Sola","3.145","42.4883","14.8707",0.5216,NA,"37.7961","10.00"
"243","10","2019-12-12","08:22:57","Sola","3.145","42.4883","14.8021",0.4982,NA,"37.7713","11.00"
"244","10","2019-12-12","08:23:00","Sola","3.145","42.4883","14.6793",0.5546,NA,"37.7978","12.00"
"245","10","2019-12-12","08:23:02","Sola","3.145","42.4883","14.5472",0.5342,NA,"37.7703","13.00"
"246","10","2019-12-12","08:23:05","Sola","3.145","42.4883","14.3663",0.5328,NA,"37.6896","14.00"
"247","10","2019-12-12","08:23:07","Sola","3.145","42.4883","14.2412",0.5656,NA,"37.7024","15.00"
"248","10","2019-12-12","08:23:10","Sola","3.145","42.4883","14.1205",0.6705,NA,"37.7152","16.00"
"249","10","2019-12-12","08:23:12","Sola","3.145","42.4883","14.1508",0.6688,NA,"37.7054","17.00"
"250","10","2019-12-12","08:23:14","Sola","3.145","42.4883","14.1714",0.671,NA,"37.7048","18.00"
