"DATE","TIME","DIFFUSION","CI_up","CI_low"
2012-01-16,0,0.0367925822962482,0.100213260782731,-0.0267842574607976
2012-01-17,1,0.0375578777471999,0.0924451594160482,-0.017480348443178
2012-01-18,2,0.0383049010335647,0.0858027108341387,-0.00933885615675548
2012-01-19,3,0.0390336712775574,0.080085240437156,-0.00215906320385935
2012-01-20,4,0.0397442064624158,0.0754790793662845,0.0038727418158704
2012-01-21,5,0.0404365234926351,0.0715389401986902,0.00920188863668718
2012-01-22,6,0.0411106382535551,0.0682712350381203,0.0138220072510546
2012-01-23,7,0.0417665656699135,0.065575868563899,0.0178332348649233
2012-01-24,8,0.0424043197630473,0.0633611421835193,0.0213273117394751
2012-01-25,9,0.0430239137064719,0.0615432970890548,0.0243880381198809
2012-01-26,10,0.0436253598796295,0.0600721357797067,0.0270656526895772
2012-01-27,11,0.0442086699196372,0.0588905886160126,0.0294172659853586
2012-01-28,12,0.0447738547709101,0.0545045903550508,0.0349369838247615
2012-01-29,13,0.0453209247325709,0.0540995287698453,0.0364394586433107
2012-01-30,14,0.0458498895035898,0.0538088732333658,0.0377912608619466
2012-01-31,15,0.0463607582256254,0.0536109394472174,0.0390141141051884
2012-02-01,16,0.0468535395235629,0.0534863353268351,0.0401274492587776
2012-02-02,17,0.0473282415437648,0.0534187144941014,0.0411476509163634
2012-02-03,18,0.0477848719900678,0.0533954576372347,0.0420873759557658
2012-02-04,19,0.0482234381575719,0.0534054957599732,0.0429577302230895
2012-02-05,20,0.0486439469642821,0.0534402622916484,0.0437673163533115
2012-02-06,21,0.049046404980668,0.0534927881961538,0.0445231385894754
2012-02-07,22,0.0494308184572177,0.0535575928278299,0.045230711852554
2012-02-08,23,0.0497971933500646,0.05363031394578,0.0458944316504974
2012-02-09,24,0.0501455353447699,0.0537075277293536,0.0465177539837323
2012-02-10,25,0.0504758498783458,0.0537865225913435,0.0471034214505597
2012-02-11,26,0.050788142159604,0.053865146913917,0.0476536154274269
2012-02-12,27,0.0510824171879152,0.05394169108779,0.048170073943594
2012-02-13,28,0.0513586797704602,0.0540147629715695,0.048654216133338
2012-02-14,29,0.0516169345380562,0.0540832249440438,0.0491072050930593
2012-02-15,30,0.0518571859596315,0.0541461299597199,0.0495300117332058
2012-02-16,31,0.0520794383554248,0.054202669576347,0.0499234666565988
2012-02-17,32,0.0522836959089738,0.054252139371002,0.0502882946470127
2012-02-18,33,0.0524699626779586,0.0542939141870474,0.0506251393262502
2012-02-19,34,0.0526382426039523,0.0543274280087969,0.0509345831835531
2012-02-20,35,0.0527885395211296,0.0543521595283778,0.0512171619136724
2012-02-21,36,0.0529208571639747,0.0543676209663555,0.0514733755029686
2012-02-22,37,0.053035199174018,0.0543733520987799,0.0517036941119469
2012-02-23,38,0.0531315691056258,0.0543689141060339,0.0519085641400268
2012-02-24,39,0.053209970430853,0.054353887034172,0.0520884106831431
2012-02-25,40,0.0532704065433575,0.0543278671382845,0.0522436401160086
2012-02-26,41,0.0533128807613601,0.0542904651514801,0.0523746417568831
2012-02-27,42,0.0533373963296199,0.0542413057811829,0.0524817883146293
2012-02-28,43,0.0533439564203747,0.0541800271471782,0.0525654364051101
2012-02-29,44,0.053332564133177,0.0541062802644015,0.0526259270354114
2012-03-01,45,0.0533032224935335,0.0540197291385766,0.0526635854892192
2012-03-02,46,0.0532559344502279,0.0539200505238231,0.0526787215655824
2012-03-03,47,0.0531907028711796,0.053806934010452,0.0526716295041016
2012-03-04,48,0.0531075305376548,0.0536800818835981,0.0526425881570107
2012-03-05,49,0.0530064201366103,0.0535392090336098,0.0525918611281939
2012-03-06,50,0.0528873742509076,0.0533840428882208,0.0525196969099101
2012-03-07,51,0.0527503953470875,0.0532143232086279,0.0524263291756998
2012-03-08,52,0.0525954857603437,0.0530298019101176,0.0523119770692784
2012-03-09,53,0.0524226476762815,0.0528302428145204,0.0521768455824077
2012-03-10,54,0.0522318831089815,0.0526154213855825,0.0520211259708355
2012-03-11,55,0.0520231938748374,0.0523851244261527,0.0518449962295464
2012-03-12,56,0.0517965815615687,0.052139149763766,0.0516486216009692
2012-03-13,57,0.0515520474917581,0.0518773059181986,0.0514321551230433
2012-03-14,58,0.051289592680218,0.051599411759036,0.0511957382100797
2012-03-15,59,0.0510092177844631,0.0513052961668434,0.0509395012545961
2012-03-16,60,0.0507109230475697,0.0509947976962412,0.0506635642548619
2012-03-17,61,0.0503947082327524,0.0506677642535081,0.0503680374603947
2012-03-18,62,0.050060572549105,0.0503240527947413,0.050053022036838
2012-03-19,63,0.0497085145681689,0.0499635290534597,0.0497186107524187
2012-03-20,64,0.0493385321313486,0.0495860673092759,0.0493648886903875
2012-03-21,65,0.0489506222487387,0.0492266822054336,0.0489568020022777
2012-03-22,66,0.0485447809907462,0.0488115570623953,0.048568130286303
2012-03-23,67,0.0481210033750726,0.048379488493926,0.0481600428275731
2012-03-24,68,0.0476792832532894,0.0479303567998925,0.047732629284171
2012-03-25,69,0.0472196132035885,0.0474640530371146,0.0472859739956385
2012-03-26,70,0.0467419844394997,0.0469804793877523,0.0468201573973052
2012-03-27,71,0.0462463867487825,0.0464795498210099,0.0463352576790697
2012-03-28,72,0.0457328084826514,0.0459611911344588,0.0458313527760877
2012-03-29,73,0.0452012366235036,0.0454253444867371,0.0453085228009334
2012-03-30,74,0.0446516569700118,0.0448719675602175,0.044766853056333
2012-03-31,75,0.0440840544926382,0.0443010375245179,0.044206437798851
2012-04-01,76,0.043498413931354,0.0437125550050221,0.0436273849570225
