"DATE","TIME","SIOH4","CI_up","CI_low"
2011-11-29,0,0.784360261872341,0.828106150957414,0.768927098533458
2011-11-30,1,0.790256720845218,0.832003672197146,0.779022121158076
2011-12-01,2,0.796176650022318,0.838046500501773,0.7867643145233
2011-12-02,3,0.802115788770458,0.844040590062473,0.794350720722687
2011-12-03,4,0.808069885603859,0.849984959769,0.801783224763495
2011-12-04,5,0.814034700629758,0.855877925951836,0.809062732913166
2011-12-05,6,0.820006008020852,0.861717320032473,0.816189427302647
2011-12-06,7,0.825979598522212,0.867500719571983,0.823163035759603
2011-12-07,8,0.831951282000142,0.873225677989398,0.829983101770458
2011-12-08,9,0.837916890040072,0.878889940090878,0.836649241176231
2011-12-09,10,0.843872278600124,0.883497439026685,0.844155567869913
2011-12-10,11,0.84981333072666,0.889054971624223,0.850494373873214
2011-12-11,12,0.855735959337409,0.894545809547773,0.856682793200766
2011-12-12,13,0.861636110077236,0.89997005179743,0.862722635329406
2011-12-13,14,0.867509764250888,0.905328561384141,0.868616541072603
2011-12-14,15,0.873352941836208,0.910622951710679,0.874367995049379
2011-12-15,16,0.879161704580571,0.915855530656221,0.879981290299695
2011-12-16,17,0.88493215918221,0.921029206221647,0.885461448305032
2011-12-17,18,0.890660460557223,0.925553245094428,0.891408213464771
2011-12-18,19,0.896342815191911,0.930622347484377,0.896636672084129
2011-12-19,20,0.901975484578977,0.93564234460443,0.90175120555807
2011-12-20,21,0.90755478873497,0.940617090720171,0.906758224103402
2011-12-21,22,0.913077109795051,0.945550223208625,0.911664027524704
2011-12-22,23,0.918538895679949,0.95044498897052,0.916474615503227
2011-12-23,24,0.923936663828631,0.955304090005895,0.921195515385027
2011-12-24,25,0.929267004988899,0.960129557349969,0.925831637831377
2011-12-25,26,0.934526587056752,0.964922661325928,0.930387169323029
2011-12-26,27,0.939712158954098,0.969683864100908,0.934865508339896
2011-12-27,28,0.944820554532975,0.973977205236148,0.939704861638429
2011-12-28,29,0.94984869649323,0.978668275855535,0.944040345017625
2011-12-29,30,0.954793600299349,0.983323734592979,0.948304627304088
2011-12-30,31,0.95965237808088,0.987941257459016,0.952498208790458
2011-12-31,32,0.964422242499913,0.992518095049578,0.95662113605541
2012-01-01,33,0.969100510567911,0.997051216780365,0.960673142371592
2012-01-02,34,0.973684607393429,1.00153744345411,0.964653777520283
2012-01-03,35,0.978172069841362,1.00597355091715,0.968562509328682
2012-01-04,36,0.982560550083788,1.01035632969843,0.972398781440613
2012-01-05,37,0.98684781902199,1.01468258989473,0.976162016298159
