"DATE","TIME","DIFFUSION","CI_up","CI_low"
2012-01-10,0,0.0351067103491911,0.0960651665260275,0.00204949355689891
2012-01-11,1,0.0361194587496908,0.0937628784985552,0.00608786928329044
2012-01-12,2,0.0371061519711081,0.0917004915326567,0.00979520683497637
2012-01-13,3,0.0380660991112868,0.0898515453222579,0.0131883545246524
2012-01-14,4,0.0389986627258699,0.0881913331391209,0.0162829884007353
2012-01-15,5,0.0399032582534391,0.0866968857075973,0.0190938531831553
2012-01-16,6,0.0407793533232769,0.0853469657492994,0.021634987095692
2012-01-17,7,0.0416264669528946,0.0841220707886711,0.0239199271009499
2012-01-18,8,0.042444168642959,0.0830044414996576,0.0259618911329622
2012-01-19,9,0.0432320773777,0.074921980834739,0.0348300258919738
2012-01-20,10,0.0439898605392724,0.0743038626736542,0.0360939353830063
2012-01-21,11,0.0447172327448976,0.0737153542490196,0.0371889601845054
2012-01-22,12,0.0454139546159127,0.0731488581651549,0.0381251964356669
2012-01-23,13,0.0460798314881171,0.072598314648154,0.0389131095260958
2012-01-24,14,0.0467147120730266,0.0720591693257342,0.0395635338914666
2012-01-25,15,0.0473184870798344,0.0715283179867744,0.0400876455060623
2012-01-26,16,0.0478910878080271,0.0710040261689467,0.0404969088382718
2012-01-27,17,0.0484324847207312,0.0704858226069893,0.0408030006168734
2012-01-28,18,0.0489426860089639,0.0699743669573209,0.0410177132668621
2012-01-29,19,0.0494217361570366,0.06947129368805,0.0411528413380494
2012-01-30,20,0.0498697145194212,0.0689790354666933,0.0412200546863851
2012-01-31,21,0.0502867339194264,0.0685006306755777,0.041230762579192
2012-02-01,22,0.0506729392800594,0.0680395207392014,0.041195973262468
2012-02-02,23,0.051028506297459,0.0675993436863318,0.0411261538134573
2012-02-03,24,0.0513536401672777,0.065515516994378,0.0426993090101553
2012-02-04,25,0.0516485743743683,0.0651455242320625,0.0425703764590693
2012-02-05,26,0.0519135695560766,0.0648040781214424,0.0424357765124126
2012-02-06,27,0.052148912449363,0.0644939897774735,0.0423022971942058
2012-02-07,28,0.05235491493184,0.0642173829618662,0.0421756835893162
2012-02-08,29,0.0525319131666355,0.0639755995254952,0.0420605917097227
2012-02-09,30,0.0526802668607147,0.0637691370902615,0.0419605695870123
2012-02-10,31,0.0528003586459342,0.0635976197987494,0.0418780660369266
2012-02-11,32,0.0528925935915961,0.0634598016145504,0.0418144663804065
2012-02-12,33,0.052957398856605,0.0633536004096944,0.0417701533125678
2012-02-13,34,0.0529952234884569,0.0632761599909766,0.0417445901518983
2012-02-14,35,0.0530065383751604,0.0632239363408271,0.0417364229280774
2012-02-15,36,0.0529918363547561,0.0631928037091148,0.0417435972117888
2012-02-16,37,0.0529516324852999,0.0631781757995571,0.0417634852682779
2012-02-17,38,0.052886464475948,0.0631751371405508,0.0417930190245495
2012-02-18,39,0.0527968932770628,0.0631785797932589,0.0418288244587698
2012-02-19,40,0.0526835038239795,0.0631833407972162,0.0418673533186272
2012-02-20,41,0.0525469059251813,0.0631843361469459,0.0419050085146427
2012-02-21,42,0.052387735281064,0.0631766875913837,0.041938260073097
2012-02-22,43,0.0522066546141962,0.0631558391119923,0.041963749130366
2012-02-23,44,0.0520043548859871,0.0631176605300398,0.0419783780687332
2012-02-24,45,0.0517815565679689,0.0630585362889943,0.0419793855015516
2012-02-25,46,0.0515390109285543,0.0629754380311565,0.0419644053882231
2012-02-26,47,0.0512775012882435,0.0628659801216686,0.0419315100792294
2012-02-27,48,0.0509978441880178,0.0627284577568582,0.0418792375475663
2012-02-28,49,0.0507008904073209,0.0625618677213526,0.0418066034504582
2012-02-29,50,0.0503875257599367,0.0623659122272666,0.0417130989840146
2012-03-01,51,0.0500586715886628,0.0621409865797038,0.0415986757467776
2012-03-02,52,0.049715284873488,0.0618881516686151,0.041463719021337
2012-03-03,53,0.049358357863624,0.0616090924920127,0.0413090110226562
2012-03-04,54,0.0489889171419194,0.0613060640749623,0.0411356857536987
2012-03-05,55,0.0486080220316206,0.062446811758394,0.0394801916688938
2012-03-06,56,0.0482167622609012,0.0620945930882044,0.0392841381875162
2012-03-07,57,0.0478162548107024,0.0617278311818186,0.0390744994871189
2012-03-08,58,0.0474076398868132,0.0613504545557084,0.0388531238786641
2012-03-09,59,0.0469920759780641,0.0609665644908941,0.0386219108960071
2012-03-10,60,0.0465707339891087,0.0605803360950504,0.0383827530228493
2012-03-11,61,0.0461447904681579,0.0601959179165281,0.0381374801006778
2012-03-12,62,0.0457154199864639,0.0598173317985201,0.0378878073843624
2012-03-13,63,0.0452837867660414,0.0594483745949124,0.0376352879637681
2012-03-14,64,0.0448510356933273,0.0590925232398796,0.0373812699987266
2012-03-15,65,0.0444182828969916,0.0587528444404411,0.0371268589325306
2012-03-16,66,0.0439866061054045,0.0584319099080972,0.0368728845691192
2012-03-17,67,0.0435570350305975,0.0581317175220901,0.0366198726343063
2012-03-18,68,0.0431305420482558,0.0578536180842477,0.0363680202018036
2012-03-19,69,0.0427080334549297,0.0575982463544615,0.0361171741552856
2012-03-20,70,0.042290341582397,0.0573654538380725,0.0358668116775378
2012-03-21,71,0.0418782180338497,0.0571542393626666,0.0356160216027801
2012-03-22,72,0.0414723282771876,0.0569626719345412,0.0353634853379607
2012-03-23,73,0.0410732477881221,0.0567877989357482,0.0351074559678372
2012-03-24,74,0.0406814598819945,0.0566255318705948,0.0348457341544699
2012-03-25,75,0.0402973553111528,0.0564705024464304,0.03457563962908
2012-03-26,76,0.0399212336380355,0.0563158852611446,0.034293977649758
