"DATE","TIME","NO3","CI_up","CI_low"
2011-11-23,0,0.849876538162849,1.98846995514188,1.50737205094843
2011-11-24,1,0.818705035993892,1.90301606996752,1.44772651515181
2011-11-25,2,0.789730918084137,1.82310049994594,1.39192645530765
2011-11-26,3,0.762871601292907,1.74835423985933,1.33968724483607
2011-11-27,4,0.738046065047488,1.678404611781,1.29071724644211
2011-11-28,5,0.71517487408885,1.61288218747117,1.24472506040036
2011-11-29,6,0.694180196949642,1.55142713908789,1.20142619799319
2011-11-30,7,0.674985820267281,1.49369486750606,1.16054902303709
2011-12-01,8,0.657517159056424,1.43936078366796,1.12183982915083
2011-12-02,9,0.641701263084675,1.38812414940101,1.08506695029835
2011-12-03,10,0.627466819512688,1.33971091939779,1.05002383675258
2011-12-04,11,0.61474415197543,1.28720408077173,1.02320255081589
2011-12-05,12,0.603465216294777,1.24400415476139,0.990835049465951
2011-12-06,13,0.59356359302511,1.20295732867382,0.959764898721527
2011-12-07,14,0.584974477043277,1.16390641527641,0.929894411923851
2011-12-08,15,0.577634664402034,1.12672079856119,0.901151309121614
2011-12-09,16,0.571482536672232,1.09129419919967,0.873486372175015
2011-12-10,17,0.566458043003401,1.05754204342059,0.84687065242788
2011-12-11,18,0.562502680135333,1.02539860554744,0.821292411900154
2011-12-12,19,0.559559470594704,0.994814086980443,0.796753974063662
2011-12-13,20,0.557572939310865,0.965751776699929,0.773268643979602
2011-12-14,21,0.556489088883829,0.938185412210999,0.750857831563084
2011-12-15,22,0.556255373735173,0.909027353679269,0.732617952822136
2011-12-16,23,0.5568206733692,0.884479213661319,0.712365582653671
2011-12-17,24,0.55813526496738,0.861384169263301,0.693281676930972
2011-12-18,25,0.56015079553384,0.839738301228585,0.675397498929498
2011-12-19,26,0.562820253803553,0.819539753564445,0.658743382396914
2011-12-20,27,0.566097942117977,0.80078797860151,0.643347953346528
2011-12-21,28,0.569939448465267,0.783483165874154,0.629237576330202
2011-12-22,29,0.574301618873828,0.76762578543811,0.616435951641855
2011-12-23,30,0.579142530338875,0.753216180175946,0.604963792809809
2011-12-24,31,0.584421464452012,0.740254150832563,0.594838522448568
2011-12-25,32,0.590098881893384,0.728738490329225,0.586073937319668
2011-12-26,33,0.596136397934904,0.718666438658795,0.578679808517454
2011-12-27,34,0.602496759091328,0.71003304485094,0.572661398421545
2011-12-28,35,0.60914382104348,0.702830436866583,0.568018891098003
2011-12-29,36,0.616042527944818,0.697047012917605,0.564746746189378
2011-12-30,37,0.623158893208657,0.692666578030577,0.562832997372662
2011-12-31,38,0.630459981858819,0.689667457412218,0.56225852487706
2012-01-01,39,0.637913894511118,0.688021623316278,0.562996337306934
2012-01-02,40,0.645489753037124,0.687693874836362,0.565010901281453
2012-01-03,41,0.65315768794488,0.688641110660701,0.568257558486589
2012-01-04,42,0.660888827493812,0.690811733686762,0.572682069007489
2012-01-05,43,0.66865528854305,0.694145223870013,0.578220317643
2012-01-06,44,0.676430169113752,0.698571912083645,0.584798216620005
2012-01-07,45,0.684187542626926,0.704012983309095,0.59233183394469
2012-01-08,46,0.691902453758759,0.710380732241841,0.600727771635061
2012-01-09,47,0.699550915835813,0.717579088309311,0.609883812197353
2012-01-10,48,0.707109909672626,0.725504419929587,0.619689844699022
2012-01-11,49,0.714557383734654,0.734046619242934,0.630029073283844
2012-01-12,50,0.7218722554902,0.743090458135939,0.640779500550351
2012-01-13,51,0.729034413796193,0.752517193859845,0.651815665539628
2012-01-14,52,0.736024722144869,0.763932366824925,0.661284622183378
2012-01-15,53,0.742825022581625,0.7737395769489,0.672536267157546
2012-01-16,54,0.749418140088982,0.783573302001739,0.68369481472053
2012-01-17,55,0.755787887218016,0.793320262713321,0.694641743144329
2012-01-18,56,0.761919068737037,0.802873587245342,0.70526576569459
2012-01-19,57,0.767797486058086,0.812134608212745,0.715464788300181
2012-01-20,58,0.773409941195256,0.821014375495753,0.725147574435675
2012-01-21,59,0.778744240005104,0.829434805232164,0.734235030569745
2012-01-22,60,0.78378919445899,0.837329411048508,0.742661050651789
2012-01-23,61,0.788534623699859,0.844643596793076,0.750372891489608
2012-01-24,62,0.792971353642413,0.85133452632054,0.757331088123746
2012-01-25,63,0.797091214885447,0.857370619780269,0.763508953890985
2012-01-26,64,0.800887038718659,0.862730752149204,0.768891738361111
2012-01-27,65,0.804352651023413,0.867403244696755,0.77347553371364
