"DATE","TIME","SIOH4","CI_up","CI_low"
2011-12-04,6,0.86536208086408,1.08881999491279,0.772620993202992
2011-12-05,7,0.878083006846087,1.09668916119394,0.791590228716016
2011-12-06,8,0.890461379920352,1.10455752869741,0.809556641055319
2011-12-07,9,0.90249341323854,1.11235331603227,0.826518449390001
2011-12-08,10,0.914175921903196,1.12001124250385,0.842473591885077
2011-12-09,11,0.925506306395975,1.12747290784251,0.85742073359148
2011-12-10,12,0.936482535229888,1.13468716735329,0.871360187968915
2011-12-11,13,0.947103126937463,1.1416104838679,0.884294743024327
2011-12-12,14,0.957367131503585,1.14820723855453,0.896230383567606
2011-12-13,15,0.967274111348053,1.122260899908,0.939365985003258
2011-12-14,16,0.976824121958849,1.12866449781387,0.948803507535723
2011-12-15,17,0.986017692272657,1.13460979155966,0.957359278465569
2011-12-16,18,0.994855804894421,1.14009789537663,0.965053576058961
2011-12-17,19,1.00333987624283,1.14513775875395,0.971912095184917
2011-12-18,20,1.01147173670348,1.14974590793956,0.97796586625973
2011-12-19,21,1.01925361086631,1.15394603105571,0.983251024188031
2011-12-20,22,1.02668809791865,1.15776839332276,0.987808422458612
2011-12-21,23,1.03377815226,1.16124907122795,0.991683090028164
2011-12-22,24,1.04052706439956,1.16442899860767,0.994923532620084
2011-12-23,25,1.04693844219237,1.16735282409665,0.997580885979655
2011-12-24,26,1.053016192465,1.17006758866862,0.999707936694193
2011-12-25,27,1.05876450307704,1.17262124419675,1.00135803632297
2011-12-26,28,1.0641878254599,1.16405914899891,1.01358584601646
2011-12-27,29,1.06929085767011,1.16633315370533,1.01453539998242
2011-12-28,30,1.07407852799015,1.16856009418575,1.01517880006424
2011-12-29,31,1.07855597910577,1.17077574036988,1.01555964328722
2011-12-30,32,1.08272855288508,1.1730089420046,1.01571660321582
2011-12-31,33,1.08660177578134,1.17528051060262,1.01568278401215
2012-01-01,34,1.09018134487763,1.17760245540622,1.01548536592289
2012-01-02,35,1.09347311458911,1.1799776422905,1.01514557003042
2012-01-03,36,1.09648308403518,1.18239991797232,1.01467894155248
2012-01-04,37,1.09921738509142,1.18485470828902,1.01409592018813
2012-01-05,38,1.10168227112867,1.18732006222967,1.01340263776958
2012-01-06,39,1.10388410644398,1.18976807715328,1.01260186258221
2012-01-07,40,1.10582935638618,1.19216660955759,1.01169399982899
2012-01-08,41,1.10752457817634,1.19448115354637,1.01067806042826
2012-01-09,42,1.10897641242149,1.19667675826826,1.00955252469274
2012-01-10,43,1.1101915753176,1.19871985706689,1.00831605015387
2012-01-11,44,1.11117685153588,1.20057989435983,1.00696799909011
2012-01-12,45,1.11193908778406,1.20223065942155,1.00550878614971
2012-01-13,46,1.11248518703227,1.20365126623851,1.00394006575043
2012-01-14,47,1.1128221033904,1.20482675168669,1.00226479043934
2012-01-15,48,1.11295683762148,1.20574829653374,1.00048717492514
2012-01-16,49,1.11289643327278,1.2064131016663,0.998612597604497
2012-01-17,50,1.11264797340316,1.20682397289278,0.996647464615002
2012-01-18,51,1.11221857788207,1.20698868034077,0.994599053407661
2012-01-19,52,1.11161540123198,1.20691916286943,0.992475345642058
2012-01-20,53,1.1108456309819,1.20663064520353,0.990284854082344
2012-01-21,54,1.10991648649577,1.20614072756542,0.98803644544137
2012-01-22,55,1.10883521823445,1.20546849660442,0.985739160455672
2012-01-23,56,1.10760910740549,1.20463369443174,0.983402033208456
2012-01-24,57,1.10624546594939,1.20365597117373,0.981033913127096
2012-01-25,58,1.10475163680532,1.20255423672428,0.978643294572961
2012-01-26,59,1.10313499439377,1.20134611984036,0.976238160128253
2012-01-27,60,1.10140294524712,1.2000475374712,0.973825844381264
2012-01-28,61,1.09956292871306,1.19867237400589,0.971412925178171
2012-01-29,62,1.09762241764937,1.19723226852943,0.969005148983144
2012-01-30,63,1.09558891902252,1.19573650764552,0.966607396223396
2012-01-31,64,1.09346997431582,1.19419202136428,0.964223691322735
2012-02-01,65,1.09127315964786,1.19260347938073,0.961857260538563
2012-02-02,66,1.08900608549584,1.19097348424356,0.959510638671959
2012-02-03,67,1.08667639591421,1.18930285598869,0.957185823170467
2012-02-04,68,1.08429176713487,1.18759099949821,0.954884471072682
2012-02-05,69,1.08185990543273,1.18583634108559,0.952608130715838
2012-02-06,70,1.07938854413849,1.18403681485798,0.950358496329123
2012-02-07,71,1.07688543968101,1.18219037288833,0.948137669904846
2012-02-08,72,1.07435836654308,1.18029548713231,0.945948411565364
2012-02-09,73,1.07181511101834,1.16965582471499,0.9524901395198
2012-02-10,74,1.06926346366288,1.16765922357069,0.950380493704243
2012-02-11,75,1.06671121034349,1.16562022897686,0.948313148421745
2012-02-12,76,1.06416612179523,1.16354307511095,0.946294947747697
2012-02-13,77,1.06163594161431,1.16143364465045,0.944333807511733
2012-02-14,78,1.05912837262844,1.15929926055263,0.942438530663625
2012-02-15,79,1.05665106160547,1.15714833686194,0.940618536465524
2012-02-16,80,1.0542115822822,1.1549899213098,0.938883522936334
2012-02-17,81,1.05181741671914,1.15283317495748,0.937243089255636
2012-02-18,82,1.04947593501266,1.15068684141132,0.93570634925821
2012-02-19,83,1.04719437342327,1.14855875922566,0.934281568122887
2012-02-20,84,1.04497981100838,1.1464554660581,0.932975851853484
2012-02-21,85,1.042839144877,1.14438193294356,0.931794913672316
2012-02-22,86,1.04077906421462,1.14234145332931,0.930742933892575
2012-02-23,87,1.03880602325588,1.14033569612194,0.929822521269367
2012-02-24,88,1.03692621341177,1.13836491668503,0.929034775268937
2012-02-25,89,1.03514553478494,1.1364283058867,0.92837944094861
2012-02-26,90,1.03346956733124,1.13452444588615,0.927855141723507
2012-02-27,91,1.03190354194711,1.13265183292751,0.92745967044424
2012-02-28,92,1.03045231177965,1.13080942225376,0.92719031594624
2012-02-29,93,1.0291203240694,1.12899714847677,0.927044200473486
2012-03-01,94,1.02791159284351,1.12721637637399,0.927018603037338
2012-03-02,95,1.02682967277951,1.1254702420926,0.927111244814515
2012-03-03,96,1.02587763455685,1.12376385297247,0.927320515158708
2012-03-04,97,1.02505804200388,1.12210432528438,0.927645620769515
2012-03-05,98,1.02437293133343,1.12050065244928,0.928086646043319
2012-03-06,99,1.0238237927394,1.11896341074164,0.928644519471291
2012-03-07,100,1.02341155460106,1.11750432375341,0.929320888745688
2012-03-08,101,1.02313657051158,1.11613571949343,0.930117915301372
2012-03-09,102,1.02299860931239,1.11486992344062,0.931038006443973
2012-03-10,103,1.02299684827761,1.11371863596868,0.932083509006306
2012-03-11,104,1.02312986955261,1.11269234265203,0.933256391756924
2012-03-12,105,1.02339565990886,1.11179980106716,0.934557944010793
2012-03-13,106,1.02379161383577,1.11104763854575,0.935988514987256
2012-03-14,107,1.02431453994813,1.11044008322937,0.937547312864603
2012-03-15,108,1.02496067064813,1.10997883738485,0.939232275066763
2012-03-16,109,1.02572567494263,1.10966308897973,0.941040013211418
2012-03-17,110,1.02660467428228,1.10948964646628,0.942965828499017
2012-03-18,111,1.02759226125735,1.109453173609,0.945003787087762
2012-03-19,112,1.02868252095912,1.10954649648778,0.947146840802328
2012-03-20,113,1.02986905479315,1.10976095345844,0.94938697659249
2012-03-21,114,1.03114500651361,1.1100867603678,0.951715378359674
2012-03-22,115,1.03250309023605,1.11051336695679,0.954122586705031
2012-03-23,116,1.03393562017804,1.11102978530142,0.956598645275565
2012-03-24,117,1.03543454187521,1.11162487655245,0.95913322611711
2012-03-25,118,1.0369914646217,1.11228758750004,0.961715730262476
2012-03-26,119,1.03859769489013,1.11300713316571,0.964335363276181
2012-03-27,120,1.04024427049558,1.11377312546406,0.96698118835692
2012-03-28,121,1.04192199528083,1.1145756509039,0.969642161698953
2012-03-29,122,1.0436214741147,1.11540530236403,0.972307156068582
2012-03-30,123,1.04533314801245,1.11625317131166,0.974964978973162
2012-03-31,124,1.04704732920543,1.11711080759593,0.977604391454832
2012-04-01,125,1.04875423600556,1.11797015430889,0.980214132536666
2012-04-02,126,1.05044402732978,1.11882346530026,0.982782952824315
2012-04-03,127,1.05210683676808,1.11966321285711,0.985299658886648
2012-04-04,128,1.05373280609677,1.12048199286915,0.98775316799259
2012-04-05,129,1.05531211815556,1.12127243450419,0.990132570773308
2012-04-06,130,1.05683502902272,1.12202712099339,0.992427197619189
2012-04-07,131,1.05829189943618,1.12273852753038,0.994626683308516
2012-04-08,132,1.05967322542058,1.12339898147437,0.996721023663161
