"DATE","TIME","NO2","CI_up","CI_low"
2011-11-28,0,0.0248486169259956,0.092789375524111,-0.0197758604906944
2011-11-29,1,0.0318010380397189,0.0982539635558515,-0.0107722894802812
2011-11-30,2,0.038714263824483,0.103826280388159,-0.00190652206914869
2011-12-01,3,0.0455813021821389,0.109489749729025,0.00681483567012933
2011-12-02,4,0.0523953595024496,0.115227877145685,0.0153846897612415
2011-12-03,5,0.0591498476660641,0.121024324155987,0.0237955626731342
2011-12-04,6,0.0658383902821684,0.126862988934503,0.0320396999629513
2011-12-05,7,0.072454828168261,0.132728091917599,0.0401091773725012
2011-12-06,8,0.07899322408303,0.138604264520071,0.0479960064671371
2011-12-07,9,0.0854478667266499,0.144476639131655,0.0556922369021713
2011-12-08,10,0.0918132740258062,0.15033093854758,0.0631900534709003
2011-12-09,11,0.0980841957234789,0.156153563007561,0.0704818662345705
2011-12-10,12,0.104255615295913,0.161931673075908,0.0775603922611852
2011-12-11,13,0.110322751221341,0.167653266694693,0.0844187278087635
2011-12-12,14,0.116281057626843,0.173307248883343,0.0910504101784201
2011-12-13,15,0.122126224341284,0.168282716617543,0.10805024505194
2011-12-14,16,0.127854176383548,0.173859540850743,0.114123816449358
2011-12-15,17,0.133461072916319,0.179322199853652,0.119973725056771
2011-12-16,18,0.138943305696442,0.184664082508543,0.125595337072485
2011-12-17,19,0.144297497053467,0.18987961848295,0.130984688262713
2011-12-18,20,0.149520497428311,0.194964284537469,0.136138496309068
2011-12-19,21,0.154609382504166,0.199914600099889,0.141054171164584
2011-12-20,22,0.159561449961743,0.204728112285614,0.145729826277719
2011-12-21,23,0.164374215890811,0.209403370323866,0.150164293520184
2011-12-22,24,0.169045410889642,0.213939888919595,0.154357144310207
2011-12-23,25,0.173572975883616,0.218338099449173,0.158308718700825
2011-12-24,26,0.177955057693665,0.22259928710609,0.162020163075527
2011-12-25,27,0.182190004384663,0.22672551129277,0.165493475580216
2011-12-26,28,0.186276360423173,0.226765443592929,0.172685618883046
2011-12-27,29,0.190212861673237,0.230575741450545,0.175747073784355
2011-12-28,30,0.19399843025812,0.234254319791518,0.178588461518268
2011-12-29,31,0.197632169315098,0.237805209575354,0.181215535488112
2011-12-30,32,0.201113357669555,0.241232518104936,0.183635018652671
2011-12-31,33,0.204441444453816,0.244540207759042,0.185854564167045
2012-01-01,34,0.207616043695265,0.247731855541391,0.187882676217828
2012-01-02,35,0.210636928897478,0.250810404595183,0.189728585703329
2012-01-03,36,0.213504027637227,0.253777922897625,0.191402078413017
2012-01-04,37,0.216217416199357,0.256635387262767,0.192913277076
2012-01-05,38,0.218777314270739,0.259382511737392,0.19427238278977
2012-01-06,39,0.221184079713605,0.262017637898324,0.195489385573556
2012-01-07,40,0.223438203437799,0.264537700293685,0.196573757749697
2012-01-08,41,0.225540304390574,0.266938273693242,0.197534147146302
2012-01-09,42,0.227491124681779,0.269213700829831,0.198378089315289
2012-01-10,43,0.229291524861362,0.271357291206774,0.199111758658135
2012-01-11,44,0.230942479365244,0.273361574701522,0.199739777214642
2012-01-12,45,0.232445072144677,0.275218589278785,0.200265096755111
2012-01-13,46,0.233800492493223,0.276920180798114,0.200688964875309
2012-01-14,47,0.235010031084418,0.278458294667772,0.201010979519474
2012-01-15,48,0.23607507623208,0.279825243340092,0.201229229532519
2012-01-16,49,0.236997110383968,0.281013939318109,0.201340512391171
2012-01-17,50,0.237777706858177,0.282018089268746,0.201340615042646
2012-01-18,51,0.238418526830166,0.282832349988205,0.201224640389275
2012-01-19,52,0.238921316576719,0.283452450666991,0.200987360629093
2012-01-20,53,0.239287904981338,0.283875287901849,0.200623579248108
2012-01-21,54,0.239520201303629,0.284099000313501,0.200128485520716
2012-01-22,55,0.239620193213075,0.28412302880456,0.199497988317171
2012-01-23,56,0.239589945085246,0.283948166876069,0.198729019235303
2012-01-24,57,0.23943159655593,0.283576603430871,0.197819798057052
2012-01-25,58,0.23914736132587,0.283011958445992,0.196770055921716
2012-01-26,59,0.23873952620582,0.282259309992939,0.195581213218253
2012-01-27,60,0.238210450388365,0.281325209418483,0.194256509990389
2012-01-28,61,0.237562564929599,0.280217680095959,0.192801086704837
2012-01-29,62,0.236798372420086,0.278946194021094,0.191222012730649
2012-01-30,63,0.235920446820804,0.27752161967387,0.189528259063185
2012-01-31,64,0.234931433435895,0.27595613405996,0.187730611001008
2012-02-01,65,0.233834048990052,0.274263091800952,0.185841515993199
2012-02-02,66,0.232631081774418,0.272456844738226,0.183874862089184
2012-02-03,67,0.231325391820934,0.270552506963181,0.18184568370905
2012-02-04,68,0.229919911061229,0.268565662693621,0.179769794119371
2012-02-05,69,0.228417643422579,0.266512018122422,0.177663348227863
2012-02-06,70,0.2268216648101,0.264407003268246,0.175542345063293
2012-02-07,71,0.225135122921502,0.262265335739449,0.173422086247401
2012-02-08,72,0.223361236838294,0.26010056469048,0.171316614203873
2012-02-09,73,0.221503296335636,0.254636730752382,0.172526049342411
2012-02-10,74,0.219564660852026,0.252464533799477,0.170479499321972
2012-02-11,75,0.217548758059884,0.250299960505312,0.168475657979214
2012-02-12,76,0.215459081979001,0.248147840058103,0.166518692374765
2012-02-13,77,0.213299190576748,0.246010207651721,0.16460959418309
2012-02-14,78,0.211072702802082,0.243886313335708,0.162746194813966
2012-02-15,79,0.208783295004777,0.241772780673195,0.16092335189464
2012-02-16,80,0.206434696696962,0.239663909891805,0.159133296719382
2012-02-17,81,0.204030685621053,0.237552107670119,0.157366117960289
2012-02-18,82,0.20157508209642,0.235428415026469,0.15561034542181
2012-02-19,83,0.199071742626675,0.233283097354375,0.153853590405297
2012-02-20,84,0.19652455276012,0.231106257258915,0.152083197030746
2012-02-21,85,0.193937419207606,0.228888431554455,0.15028686147952
2012-02-22,86,0.191314261234601,0.226621138003901,0.148453182685059
2012-02-23,87,0.188659001357415,0.224297344089474,0.146572117166616
2012-02-24,88,0.185975555387138,0.221911838110413,0.14463532100353
2012-02-25,89,0.18326782187846,0.219461491091954,0.14263637206671
2012-02-26,90,0.180539671054048,0.216945405513237,0.140570874576068
2012-02-27,91,0.177794933288041,0.214364953213053,0.13843645525482
2012-02-28,92,0.175037387244304,0.211723709836185,0.136232665590191
2012-02-29,93,0.172270747775928,0.209027296915367,0.133960808050385
2012-03-01,94,0.169498653701828,0.206283145362023,0.131623705781675
2012-03-02,95,0.166724655583815,0.2035001960115,0.129225435615677
2012-03-03,96,0.163952203633009,0.200688554129408,0.126771043446995
2012-03-04,97,0.161184635877688,0.197859115525798,0.124266259441898
2012-03-05,98,0.15842516672548,0.195023182124689,0.121717228300531
2012-03-06,99,0.155676876051113,0.192192084400404,0.119130267066581
2012-03-07,100,0.152942698936751,0.189376826899754,0.116511659887315
2012-03-08,101,0.150225416185306,0.186587771044345,0.113867495806494
2012-03-09,102,0.147527645718125,0.183834366574011,0.111203552278899
2012-03-10,103,0.14485183495735,0.181124939504244,0.108525223813342
2012-03-11,104,0.142200254280264,0.17846654060584,0.105837492186333
2012-03-12,105,0.13957499161835,0.175864854535325,0.103144932223664
2012-03-13,106,0.13697794825802,0.173324166230545,0.100451745391103
2012-03-14,107,0.134410835883302,0.170847378363733,0.0977618124729268
2012-03-15,108,0.13187517488368,0.168436071729152,0.0950787564675515
2012-03-16,109,0.129372293933112,0.166090599504344,0.092406007422021
2012-03-17,110,0.126903330829374,0.163810206291094,0.0897468621133207
2012-03-18,111,0.124469234566751,0.16159316352981,0.0871045330670672
2012-03-19,112,0.122070768599866,0.159436914040581,0.0844821831717389
2012-03-20,113,0.11970851524263,0.157338219814907,0.0818829439075987
2012-03-21,114,0.117382881133886,0.155293308535359,0.0793099168162286
