"DATE","TIME","ABONDANCE","CI_up","CI_low"
2012-01-16,0,6.55933505933011,6.86410456287675,6.18558089325823
2012-01-17,1,6.54256116277783,6.83000060914535,6.17711859293342
2012-01-18,2,6.52636534731703,6.79759642068749,6.16849973934765
2012-01-19,3,6.51075532881456,6.76687513432556,6.15980054402208
2012-01-20,4,6.49573860892023,6.73782450256337,6.15109377365819
2012-01-21,5,6.48132246607948,6.71043610021861,6.14244869314695
2012-01-22,6,6.46751394650157,6.68470450203578,6.13393095971861
2012-01-23,7,6.45431985502842,6.6606264424757,6.12560248064447
2012-01-24,8,6.44174674585254,6.63819997021415,6.11752124682766
2012-01-25,9,6.42980091303411,6.61742361098434,6.10974115420674
2012-01-26,10,6.41848838077174,6.59829555323552,6.10231182420859
2012-01-27,11,6.40781489338442,6.58081287160279,6.09527843360381
2012-01-28,12,6.39778590496807,6.53458945758121,6.1190629088886
2012-01-29,13,6.38840656869452,6.52089641984066,6.11242274598768
2012-01-30,14,6.37968172572777,6.50875500001458,6.10635743096355
2012-01-31,15,6.37161589373856,6.49815388479629,6.10089060027995
2012-02-01,16,6.36421325500599,6.48907778172467,6.09604109006185
2012-02-02,17,6.35747764410345,6.48150718019332,6.09182296666026
2012-02-03,18,6.35141253517434,6.47541822884468,6.08824561777461
2012-02-04,19,6.34602102881283,6.47078273227559,6.08531390774914
2012-02-05,20,6.34130583857467,6.46756826681861,6.08302839948274
2012-02-06,21,6.33726927715348,6.465738411894,6.08138564387274
2012-02-07,22,6.33391324226864,6.46525309014578,6.0803785357701
2012-02-08,23,6.33123920232189,6.4660690063726,6.0799967330201
2012-02-09,24,6.32924818189076,6.46814017220582,6.0802271323231
2012-02-10,25,6.32794074713832,6.47141850062551,6.08105439245493
2012-02-11,26,6.32731699122925,6.46127012580838,6.09704581795772
2012-02-12,27,6.32737651985343,6.46668086729539,6.09914714718111
2012-02-13,28,6.32811843696754,6.47312945639449,6.10181058449584
2012-02-14,29,6.3295413308753,6.48056721528883,6.10501633981245
2012-02-15,30,6.3316432607746,6.48894664105775,6.10874517411157
2012-02-16,31,6.33442174390763,6.49822195924842,6.11297883650734
2012-02-17,32,6.33787374345544,6.50834958591167,6.11770040577846
2012-02-18,33,6.3419956573229,6.51928847606348,6.12289451485896
2012-02-19,34,6.34678330796232,6.53100034022381,6.12854744100605
2012-02-20,35,6.35223193338424,6.54344971598879,6.13464705051062
2012-02-21,36,6.35833617950259,6.55660388855137,6.14118259482998
2012-02-22,37,6.36509009395671,6.57043266258678,6.14814436466338
2012-02-23,38,6.3724871215467,6.58490799765581,6.1555232193014
2012-02-24,39,6.38052010140939,6.60000352971277,6.16331001986494
2012-02-25,40,6.38918126605051,6.61569401166451,6.17149500587941
2012-02-26,41,6.39846224233504,6.63195471522554,6.18006716388327
2012-02-27,42,6.40835405452085,6.64876084342341,6.18901364322068
2012-02-28,43,6.41884712940229,6.66608700687228,6.19831927661855
2012-02-29,44,6.42993130360966,6.68390681632874,6.20796626060356
2012-03-01,45,6.4415958330877,6.7021926383727,6.21793404268162
2012-03-02,46,6.4538294047523,6.72091555012527,6.2281994484703
2012-03-03,47,6.46662015029939,6.74004551318779,6.23873706335236
2012-03-04,48,6.47995566211373,6.75955176764266,6.24951986117264
2012-03-05,49,6.4938230111993,6.7794034258414,6.26052004916718
2012-03-06,50,6.50820876702625,6.79957022514001,6.27171007627395
2012-03-07,51,6.52309901916436,6.82002338121811,6.28306373391381
