"DATE","TIME","DIFFUSION","CI_up","CI_low"
2012-01-10,0,0.0813193181800256,0.111239716755356,0.0648415673384545
2012-01-11,1,0.0813512170283511,0.109752763741599,0.0662218140823666
2012-01-12,2,0.0813772190904519,0.108371312640504,0.0674696476236775
2012-01-13,3,0.0813971050798031,0.107083730537924,0.0685926703010673
2012-01-14,4,0.0814106870503004,0.105879311115633,0.0695978514651662
2012-01-15,5,0.0814178075809515,0.104748252526481,0.0704916358680969
2012-01-16,6,0.081418338908519,0.103681637871815,0.0712800438238621
2012-01-17,7,0.0814121820128167,0.102671416912722,0.0719687625101094
2012-01-18,8,0.0813992656593993,0.101710387722583,0.0725632278253028
2012-01-19,9,0.0813795454044069,0.0971832382204558,0.0766776351482614
2012-01-20,10,0.0813530025663062,0.0964718432024956,0.0769296818774561
2012-01-21,11,0.0813196431692333,0.0957784327494417,0.0771174246147144
2012-01-22,12,0.0812794968625809,0.0951001557552413,0.0772447262753977
2012-01-23,13,0.0812326158213801,0.0944347859889155,0.0773155450565336
2012-01-24,14,0.0811790736319219,0.0937806903013221,0.0773339453387328
2012-01-25,15,0.081118964166935,0.0931367907073115,0.0773040988449762
2012-01-26,16,0.0810524004544908,0.0925025203486243,0.0772302764872992
2012-01-27,17,0.080979513544644,0.0918777735521841,0.0771168315163486
2012-01-28,18,0.0809004513776446,0.0912628504129053,0.0769681747711176
2012-01-29,19,0.0808153776573677,0.0906583965456725,0.0767887430030352
2012-01-30,20,0.0807244707334142,0.0900653388627386,0.0765829614158082
2012-01-31,21,0.0806279224951261,0.0894848184345283,0.0763552017152624
2012-02-01,22,0.0805259372805523,0.0889181216768667,0.0761097370964689
2012-02-02,23,0.0804187308031803,0.0875682510993404,0.076649055871405
2012-02-03,24,0.0803065290990329,0.0870502829725704,0.0763633895192685
2012-02-04,25,0.0801895674965029,0.0865486680342855,0.0760733022995109
2012-02-05,26,0.0800680896110777,0.0860647459265046,0.0757820750172461
2012-02-06,27,0.0799423463668813,0.0855996760232043,0.0754926834726243
2012-02-07,28,0.0798125950467421,0.0851543919472005,0.075207767270218
2012-02-08,29,0.0796790983722726,0.0847295650919167,0.0749296062984708
2012-02-09,30,0.0795421236152328,0.0843255782989505,0.0746601058708371
2012-02-10,31,0.0794019417412394,0.0839425105447403,0.0744007912072909
2012-02-11,32,0.0792588265866729,0.0835801331301288,0.0741528115725622
2012-02-12,33,0.0791130540694329,0.0832379174565866,0.0739169539904199
2012-02-13,34,0.078964901434001,0.082915054028458,0.0736936660410376
2012-02-14,35,0.0788146465310736,0.0826104818623484,0.0734830868442008
2012-02-15,36,0.0786625671318518,0.0823229270367449,0.0732850849602594
2012-02-16,37,0.0785089402768933,0.0820509487033367,0.0730993016286721
2012-02-17,38,0.0783540416592668,0.0817929905329363,0.0729251975334719
2012-02-18,39,0.0781981450415871,0.0815474353085183,0.0727621011536076
2012-02-19,40,0.0780415217063541,0.0813126602270932,0.0726092567340704
2012-02-20,41,0.0778844399388757,0.081087090446586,0.0724658700023354
2012-02-21,42,0.0777271645419152,0.0808692485215081,0.0723311499460173
2012-02-22,43,0.0775699563810768,0.0806577976107696,0.0722043452453348
2012-02-23,44,0.0774130719598198,0.0804515767012377,0.0720847742950476
2012-02-24,45,0.0772567630228819,0.0802496265504075,0.0719718481281958
2012-02-25,46,0.0771012761867897,0.0800512055807872,0.0718650859407291
2012-02-26,47,0.0769468525960397,0.0798557955206658,0.0717641232866425
2012-02-27,48,0.0767937276034518,0.0796630971408337,0.0716687133465864
2012-02-28,49,0.0766421304731227,0.0794730169450971,0.0715787219537294
2012-02-29,50,0.0764922841043444,0.0792856460992576,0.0714941172794545
2012-03-01,51,0.0763444047748057,0.0791012332019988,0.071414955234022
2012-03-02,52,0.0761987019013492,0.0789201526960275,0.0713413617237611
2012-03-03,53,0.0760553778165374,0.0787428707849184,0.071273512929944
2012-03-04,54,0.0759146275592652,0.0785699106678702,0.0712116147409431
2012-03-05,55,0.0757766386776572,0.0784018187479911,0.0711558823859755
2012-03-06,56,0.0756415910425097,0.0782391332334836,0.0711065211945328
2012-03-07,57,0.075509656669564,0.0780823562622824,0.0710637092504331
2012-03-08,58,0.0753809995489533,0.0776759642724295,0.0712835486283579
2012-03-09,59,0.0752557754802288,0.077536493041226,0.071249949701415
2012-03-10,60,0.0751341319114579,0.0774040019440873,0.0712231444041927
2012-03-11,61,0.0750162077809938,0.0772786544904548,0.0712030914009792
2012-03-12,62,0.0749021333606367,0.0771605109460479,0.0711896769945143
2012-03-13,63,0.0747920300990562,0.0770495287475071,0.0711827154283242
2012-03-14,64,0.0746860104645048,0.076945566656503,0.0711819517897565
2012-03-15,65,0.074584177786042,0.0768483920641075,0.0711870671305897
2012-03-16,66,0.0744866260926896,0.0767576908326172,0.0711976853903819
2012-03-17,67,0.0743934399501688,0.0766730790712387,0.0712133817036832
2012-03-18,68,0.0743046942951056,0.0765941162757744,0.0712336916912215
2012-03-19,69,0.0742204542668591,0.0765203193123232,0.0712581213715826
2012-03-20,70,0.0741407750373951,0.0764511767832678,0.0712861573776386
2012-03-21,71,0.0740657016399212,0.0763861633736392,0.0713172772148601
2012-03-22,72,0.0739952687972911,0.0763247538318818,0.0713509593508028
2012-03-23,73,0.0739295007514982,0.0762664362871427,0.0713866929712365
2012-03-24,74,0.0738684110958752,0.0762107246432226,0.0714239872742263
2012-03-25,75,0.0738120026119301,0.0761571698167505,0.071462380195895
2012-03-26,76,0.0737602671130414,0.0761053696052023,0.0715014464690289
